cue_en,target_en,condition,route_cue_zh,route_target_zh,str_en,"str_zh, alignment weighted",str_zh,rw_en,"rw_zh, alignment weighted",cnt_en,"cnt_zh, alignment weighted",route_cue_rcs,route_target_rcs,route_cue_w,route_target_w,route_cue_other_translations,route_target_other_translations,cov_distance,cue_len,target_len,cue_zh,target_zh,cue_sim_cos_rw,target_sim_cos_rw,pair_sim_cos_rw,cue_sim_cos_str,target_sim_cos_str,pair_sim_cos_str,changed,reason,cue_duplicated,target_duplicated,has_duplicate
ribbon,silk,M+E+,丝带,丝绸,0.014778322540223598,0.04678744450211525,,0.2216259092092514,0.21627026796340942,3.0,5.240193843841553,0.4431648254394531,0.4945723116397857,0.748599112033844,1.0,"[{'zh': '带子', 'rcs': 0.3680538833141327, 'w': 0.25140087543476153}]",[],1.0487178081192803,6,4,丝带,丝绸,0.7566797,0.78553885,0.7711093,0.4454856,0.43829447,0.44189003,,,,,
ribbon,kelp,M+E-,带子,海带,0.0,0.012203926220536232,,0.03392767161130905,0.047514766454696655,0.0,1.2570044994354248,0.3680538833141327,0.5743660926818848,0.251400887966156,1.0,"[{'zh': '丝带', 'rcs': 0.4431648254394531, 'w': 0.7485991245652385}]",[],1.2301942655512892,6,4,丝带,海带,0.7566797,0.827511,0.79209536,0.4454856,0.30698523,0.37623543,,,,,
ribbon,seafood,M+E-,带子,海鲜,0.0,0.0097631411626935,,0.012204661034047604,0.04150628671050072,0.0,1.005603551864624,0.3680538833141327,0.626848578453064,0.251400887966156,1.0,"[{'zh': '丝带', 'rcs': 0.4431648254394531, 'w': 0.7485991245652385}]",[],0.6943356468759345,6,7,丝带,海鲜,0.7566797,0.8653312,0.8110055,0.4454856,0.7195504,0.582518,,,,,
ribbon,prize,M-E+,,,0.019704431295394897,0.0,,0.2184247374534607,0.0080224284902215,4.0,0.0,,,,,,,1.02458167593632,6,5,丝带,奖,0.7566797,0.7494821,0.7530809,0.4454856,0.38952157,0.4175036,,,,,
ribbon,award,M-E+,,,0.014778322540223598,0.0,,0.21540814638137817,0.015354295261204243,3.0,0.0,,,,,,,0.9912386152531759,6,5,丝带,奖状,0.7566797,0.719095,0.7378874,0.4454856,0.5372194,0.4913525,,,,,
riding,saddle,M+E+,骑马,马鞍,0.04724408686161041,0.04938271641731262,,0.4769769012928009,0.4952000081539154,6.0,4.0,0.3449922800064087,0.2919842898845672,1.0,1.0,[],[],1.0102230238543977,6,6,骑马,马鞍,0.6668382,0.6921119,0.67947507,0.23870078,0.32381082,0.28125578,,,,,
riding,quick,M+E-,骑马,快,0.0,0.03703703731298447,,0.05209892615675926,0.11829999834299088,0.0,3.0,0.3449922800064087,0.2568528056144714,1.0,1.0,[],[],1.4287530675134006,6,5,骑马,快,0.6668382,0.7524308,0.70963454,0.23870078,0.47288588,0.35579333,,,,,
riding,train,M-E+,,,0.0236220546066761,0.0,,0.2785591185092926,0.039799999445676804,3.0,0.0,,,,,,,0.9757524642325816,6,5,骑马,火车,0.6668382,0.78923094,0.7280346,0.23870078,0.15093203,0.19481641,,,,,
rifle,weapon,M+E+,步枪,武器,0.05511810630559921,0.012464631348848343,,0.3345073461532593,0.14786294102668762,7.0,1.2713923454284668,0.5110562443733215,0.4844430685043335,1.0,0.2542784810066223,[],"[{'zh': '凶器', 'rcs': 0.2454517632722854, 'w': 0.5076603114202342}, {'zh': '兵器', 'rcs': 0.4094533324241638, 'w': 0.16383712565252684}, {'zh': '工具', 'rcs': 0.2591533958911896, 'w': 0.07422409669575192}]",0.7987764752580792,5,6,步枪,凶器,0.7530453,0.7073319,0.7301886,0.27141634,0.6664765,0.4689464,,,,,
rifle,bullet,M+E+,步枪,子弹,0.047244101762771606,0.0882352963089943,,0.407650887966156,0.5234000086784363,6.0,9.0,0.5110562443733215,0.4223982095718384,1.0,1.0,[],[],0.7124842894256027,5,6,步枪,子弹,0.7530453,0.8177105,0.7853779,0.27141634,0.13625708,0.20383671,,,,,
rifle,soldier,M+E+,步枪,军人,0.03149605542421341,0.012916060164570808,,0.2027522772550583,0.1430881768465042,4.0,1.317438006401062,0.5110562443733215,0.4203858375549316,1.0,0.18820543587207794,[],"[{'zh': '战士', 'rcs': 0.3228359520435333, 'w': 0.3164267561764707}, {'zh': '兵', 'rcs': 0.3273873627185821, 'w': 0.3164267561764707}, {'zh': '士兵', 'rcs': 0.4214936792850494, 'w': 0.17894105627238624}]",1.112842221000458,5,7,步枪,战士,0.7530453,0.75581336,0.75442934,0.27141634,0.31563348,0.29352492,,,,,
rifle,pistol,M+E+,步枪,手枪,0.023622050881385803,0.0882352963089943,,0.3897145390510559,0.6455000042915344,3.0,9.0,0.5110562443733215,0.5073447823524475,1.0,1.0,[],[],0.5261293862335663,5,6,步枪,手枪,0.7530453,0.7766199,0.7648326,0.27141634,0.52903837,0.40022737,,,,,
rifle,slug,M+E-,步枪,子弹,0.0,0.0882352963089943,,0.04192475602030754,0.5234000086784363,0.0,9.0,0.5110562443733215,0.2440744638442993,1.0,1.0,[],[],0.7822499615650182,5,4,步枪,子弹,0.7530453,0.44296688,0.5980061,0.27141634,0.001967554,0.13669194,,,,,
rifle,rod,M+E-,步枪,手枪,0.0,0.021641718223690987,,0.03279108554124832,0.15832360088825226,0.0,2.2074551582336426,0.5110562443733215,0.2123578041791916,1.0,0.24527280032634735,[],"[{'zh': '棒', 'rcs': 0.2373691350221634, 'w': 0.43813676441932653}, {'zh': '杆', 'rcs': 0.3202460408210754, 'w': 0.3165904308433663}]",1.059959316290329,5,3,步枪,棒,0.7530453,0.6464872,0.6997663,0.27141634,0.01063307,0.14102471,,,,,
rifle,barrel,M-E+,,,0.023622050881385803,0.0,,0.2543862462043762,0.015599999576807022,3.0,0.0,,,,,,,0.5142990891696906,5,6,步枪,桶,0.7530453,0.72587246,0.7394589,0.27141634,0.19569644,0.23355639,,,,,
rise,lift,M+E+,上升,电梯,0.06185566633939743,0.03877155855298042,,0.342477947473526,0.1588955521583557,12.0,3.7608413696289062,0.3109742105007171,0.2849179804325104,0.82929527759552,0.7558307647705078,"[{'zh': '增长', 'rcs': 0.2891542613506317, 'w': 0.17070472211336812}]","[{'zh': '移动', 'rcs': 0.3695006072521209, 'w': 0.24416924500773757}]",0.18354257630619775,4,4,上升,电梯,0.65922374,0.6691163,0.66417,0.22844301,0.053380553,0.14091179,,,,,
rise,space,M+E-,上升,空间,0.0,0.010865730233490467,,0.025112910196185112,0.0383647195994854,0.0,1.0539759397506714,0.3109742105007171,0.4441013634204864,0.82929527759552,0.42364317178726196,"[{'zh': '增长', 'rcs': 0.2891542613506317, 'w': 0.17070472211336812}]","[{'zh': '空隙', 'rcs': 0.2548846900463104, 'w': 0.42364316696716553}, {'zh': '空格', 'rcs': 0.2406511604785919, 'w': 0.15271366606566908}]",0.8247300381231836,4,5,上升,空间,0.65922374,0.6740433,0.6666335,0.22844301,0.266436,0.2474395,,,,,
rise,add,M+E-,增长,增加,0.0,0.010242283344268799,,0.053217992186546326,0.19853328168392181,0.0,1.0242283344268799,0.2891542613506317,0.3410897850990295,0.17070472240447998,1.0,"[{'zh': '上升', 'rcs': 0.3109742105007171, 'w': 0.8292952778866318}]",[],1.0923550929459396,4,3,上升,增加,0.65922374,0.6496642,0.654444,0.22844301,0.026257789,0.1273504,,,,,
rise,bread,M-E+,,,0.07731958478689194,0.0,,0.1573774367570877,0.016337117180228233,15.0,0.0,,,,,,,0.956145062734177,4,5,上升,面包,0.65922374,0.8496332,0.7544285,0.22844301,0.3416906,0.2850668,,,,,
rise,bed,M-E+,,,0.025773195549845695,0.0,,0.08903981000185013,0.018783537670969963,5.0,0.0,,,,,,,1.4562433837875068,4,3,上升,底层,0.65922374,0.7466802,0.70295197,0.22844301,0.49461982,0.3615314,,,,,
rise,cake,M-E+,,,0.015463920310139656,0.0,,0.0782826617360115,0.011071091517806053,3.0,0.0,,,,,,,0.7690574075653872,4,4,上升,蛋糕,0.65922374,0.82305276,0.7411382,0.22844301,0.55040956,0.3894263,,,,,
roll,ball,M+E+,滚动,球,0.059405937790870667,0.08702438324689865,,0.13993218541145325,0.1454716920852661,12.0,7.223023414611816,0.2023383677005767,0.3773891627788543,0.4815348982810974,1.0,"[{'zh': '摇晃', 'rcs': 0.2350303828716278, 'w': 0.279072021113907}, {'zh': '摇摆', 'rcs': 0.2378317415714264, 'w': 0.239393093270744}]",[],0.8325374673832686,4,4,滚动,球,0.63889223,0.7559591,0.69742566,0.25586662,0.19173166,0.22379914,,,,,
roll,person,M+E-,摇晃,人,0.0,0.00930240098387003,,0.003087816294282675,0.009630697779357433,0.0,0.8372160196304321,0.2350303828716278,0.2342890352010727,0.27907201647758484,1.0,"[{'zh': '滚动', 'rcs': 0.2023383677005767, 'w': 0.4815348856153491}, {'zh': '摇摆', 'rcs': 0.2378317415714264, 'w': 0.239393093270744}]",[],1.2832873357730314,4,6,滚动,人,0.63889223,0.69399196,0.6664421,0.25586662,0.08301145,0.16943903,,,,,
roll,ship,M+E-,摇晃,船,0.0,0.00930240098387003,,0.030190695077180862,0.04476315155625343,0.0,0.8372160196304321,0.2350303828716278,0.5217533111572266,0.27907201647758484,1.0,"[{'zh': '滚动', 'rcs': 0.2023383677005767, 'w': 0.4815348856153491}, {'zh': '摇摆', 'rcs': 0.2378317415714264, 'w': 0.239393093270744}]",[],0.7070745632739112,4,4,滚动,船,0.63889223,0.8279798,0.733436,0.25586662,0.54570097,0.40078378,,,,,
roll,jazz,M+E-,摇摆,爵士,0.0,0.009090877138078213,,0.03310106694698334,0.09120877087116241,0.0,0.7181792855262756,0.2378317415714264,0.2111568748950958,0.23939310014247894,1.0,"[{'zh': '滚动', 'rcs': 0.2023383677005767, 'w': 0.4815348856153491}, {'zh': '摇晃', 'rcs': 0.2350303828716278, 'w': 0.279072021113907}]",[],0.9343050119482771,4,4,滚动,爵士,0.63889223,0.71124583,0.67506903,0.25586662,0.9212167,0.5885417,,,,,
roll,bread,M-E+,,,0.12871287763118744,0.0,,0.33862531185150146,0.022824754938483238,26.0,0.0,,,,,,,0.9644347063383371,4,5,滚动,面包,0.63889223,0.8496332,0.7442627,0.25586662,0.3416906,0.2987786,,,,,
roll,butter,M-E+,,,0.02970297634601593,0.0,,0.23738406598567963,0.00789717212319374,6.0,0.0,,,,,,,1.3396924674067467,4,6,滚动,黄油,0.63889223,0.85192263,0.74540746,0.25586662,0.56899136,0.41242898,,,,,
roll,round,M-E+,,,0.019801979884505272,0.0,,0.15103358030319214,0.04097862169146538,4.0,0.0,,,,,,,0.5434764217848718,4,5,滚动,回合,0.63889223,0.46832725,0.5536097,0.25586662,0.014070731,0.13496867,,,,,
roll,call,M-E+,,,0.014851480722427368,0.0,,0.05834462493658066,0.012736598029732704,3.0,0.0,,,,,,,1.4199948086858836,4,4,滚动,打电话,0.63889223,0.72452956,0.6817109,0.25586662,0.24829078,0.2520787,,,,,
roll,jelly,M-E+,,,0.014851480722427368,0.0,,0.22328244149684906,0.018033482134342194,3.0,0.0,,,,,,,1.4656947597955279,4,5,滚动,果酱,0.63889223,0.83557564,0.73723394,0.25586662,0.33153155,0.2936991,,,,,
roommate,university,M+E+,室友,大学,0.0468750074505806,0.03883495181798935,,0.18237248063087463,0.13930000364780426,6.0,4.0,0.4529215693473816,0.5489556193351746,1.0,1.0,[],[],1.0540394524110654,8,10,室友,大学,0.6993799,0.7498309,0.72460544,0.1257731,0.38085815,0.25331563,,,,,
roommate,chamber,M+E-,室友,寝室,0.0,0.020039252936840057,,0.05271868035197258,0.2028438299894333,0.0,2.0640430450439453,0.4529215693473816,0.2598879635334015,1.0,0.5160107612609863,[],"[{'zh': '室', 'rcs': 0.2981533110141754, 'w': 0.2514824045660064}, {'zh': '卧室', 'rcs': 0.2701255679130554, 'w': 0.1407704185705192}, {'zh': '房间', 'rcs': 0.2080946862697601, 'w': 0.09173642842556547}]",0.49332268388443623,8,7,室友,寝室,0.6993799,0.5510357,0.6252078,0.1257731,0.08165742,0.103715256,,,,,
roommate,kitchen,M-E+,,,0.0234375037252903,0.0,,0.11094265431165695,0.03200000151991844,3.0,0.0,,,,,,,1.091565741080258,8,7,室友,厨房,0.6993799,0.7795714,0.73947567,0.1257731,0.08267882,0.10422596,,,,,
rough,smooth,M+E+,粗糙,光滑,0.0784313753247261,0.06397514790296555,,0.14358624815940857,0.2510998845100403,16.0,6.52546501159668,0.2128840833902359,0.4371867179870605,0.6525465250015259,1.0,"[{'zh': '粗', 'rcs': 0.2246107459068298, 'w': 0.347453464119419}]",[],0.6208641585754758,5,6,粗糙,光滑,0.7057622,0.7832629,0.74451256,0.39005485,0.5231723,0.4566136,,,,,
rough,skin,M+E+,粗糙,皮肤,0.02450980618596077,0.015319691970944405,,0.15493452548980713,0.09188138693571091,5.0,1.5626085996627808,0.2128840833902359,0.5646045207977295,0.6525465250015259,0.4789263606071472,"[{'zh': '粗', 'rcs': 0.2246107459068298, 'w': 0.347453464119419}]","[{'zh': '壳', 'rcs': 0.3820466101169586, 'w': 0.1817293657600022}, {'zh': '剥皮', 'rcs': 0.3006784617900848, 'w': 0.17885542186769768}, {'zh': '毛皮', 'rcs': 0.363589197397232, 'w': 0.16048884487323642}]",1.0250384027195865,5,4,粗糙,皮肤,0.7057622,0.7957984,0.75078034,0.39005485,0.27219588,0.33112538,,,,,
rough,surface,M+E+,粗糙,表面,0.01960783638060093,0.00903849583119154,,0.18959073722362518,0.059648651629686356,4.0,0.9219265580177307,0.2128840833902359,0.4597764015197754,0.6525465250015259,0.4709378480911255,"[{'zh': '粗', 'rcs': 0.2246107459068298, 'w': 0.347453464119419}]","[{'zh': '地面', 'rcs': 0.3728223741054535, 'w': 0.27485648871479795}, {'zh': '水面', 'rcs': 0.3617261946201324, 'w': 0.254205665778606}]",1.1199245251361194,5,7,粗糙,表面,0.7057622,0.78162175,0.743692,0.39005485,0.28335783,0.33670634,,,,,
rough,thin,M+E-,粗,细,0.0,0.03445819392800331,,0.027040671557188034,0.08912181854248047,0.0,4.1694416999816895,0.2246107459068298,0.2999193370342254,0.3474534749984741,0.5,"[{'zh': '粗糙', 'rcs': 0.2128840833902359, 'w': 0.6525465358805811}]","[{'zh': '薄', 'rcs': 0.4066925942897796, 'w': 0.5}]",0.5887142168030832,5,4,粗糙,薄,0.7057622,0.75006765,0.7279149,0.39005485,0.49417633,0.4421156,,,,,
rough,tough,M-E+,,,0.11274509131908417,0.0,,0.21270182728767395,0.018467066809535027,23.0,0.0,,,,,,,1.3335281858723933,5,5,粗糙,难,0.7057622,0.5257976,0.6157799,0.39005485,0.013533704,0.20179428,,,,,
rubber,tire,M+E+,橡胶,轮胎,0.13297872245311737,0.07352941483259201,,0.19311699271202087,0.16975000500679016,25.0,7.5,0.5649929642677307,0.5057921409606934,0.5,1.0,"[{'zh': '橡皮', 'rcs': 0.4567258358001709, 'w': 0.5}]",[],0.981445231190305,6,4,橡皮,轮胎,0.74730843,0.6856807,0.71649456,0.47639507,0.17496835,0.32568172,,,,,
rubber,tree,M+E+,橡胶,树,0.05851064249873161,0.01145461667329073,,0.04590563476085663,0.03497323393821716,11.0,1.1683708429336548,0.5649929642677307,0.3510806560516357,0.5,0.38945695757865906,"[{'zh': '橡皮', 'rcs': 0.4567258358001709, 'w': 0.5}]","[{'zh': '大树', 'rcs': 0.3920817971229553, 'w': 0.3894569459129817}, {'zh': '树木', 'rcs': 0.4441355466842651, 'w': 0.22108610817403662}]",1.2834969997490213,6,4,橡皮,大树,0.74730843,0.80540377,0.7763561,0.47639507,0.4329255,0.4546603,,,,,
rubber,pencil,M+E+,橡皮,铅笔,0.04787234589457512,0.12871287763118744,,0.20135751366615295,0.2628999948501587,9.0,13.0,0.4567258358001709,0.5477154850959778,0.5,1.0,"[{'zh': '橡胶', 'rcs': 0.5649929642677307, 'w': 0.5}]",[],0.19006744147788068,6,6,橡皮,铅笔,0.74730843,0.77129745,0.759303,0.47639507,0.45400298,0.46519902,,,,,
rubber,rake,M+E-,橡皮,擦,0.0,0.0229007750749588,,0.02880414016544819,0.0740153044462204,0.0,2.3129782676696777,0.4567258358001709,0.2295340150594711,0.5,0.4625956416130066,"[{'zh': '橡胶', 'rcs': 0.5649929642677307, 'w': 0.5}]","[{'zh': '刮', 'rcs': 0.2640303373336792, 'w': 0.5374043610835426}]",1.27960633112745,6,4,橡皮,刮,0.74730843,0.62080055,0.6840545,0.47639507,0.0,0.23819754,,,,,
rubber,band,M-E+,,,0.10638297349214554,0.0,,0.1737217903137207,0.004699999932199717,20.0,0.0,,,,,,,1.2221517682038159,6,4,橡皮,乐队,0.74730843,0.7856084,0.7664584,0.47639507,0.5359053,0.5061502,,,,,
rubber,bounce,M-E+,,,0.03191489726305008,0.0,,0.2279936522245407,0.02606607973575592,6.0,0.0,,,,,,,0.9551713081198383,6,6,橡皮,跳动,0.74730843,0.7331622,0.7402353,0.47639507,0.14869386,0.31254447,,,,,
rubber,road,M-E+,,,0.01595744863152504,0.0,,0.05446456000208855,0.014107776805758476,3.0,0.0,,,,,,,1.4882931598472957,6,4,橡皮,马路,0.74730843,0.80025244,0.77378047,0.47639507,0.26816672,0.3722809,,,,,
rug,soft,M+E+,垫子,软,0.044198885560035706,0.022113420069217682,,0.23481974005699158,0.13140998780727386,8.0,2.49881649017334,0.4932973682880401,0.4027330577373504,0.6454018354415894,0.4301913380622864,"[{'zh': '地毯', 'rcs': 0.496677041053772, 'w': 0.3545981871342478}]","[{'zh': '柔软', 'rcs': 0.3980827033519745, 'w': 0.43019133098298074}, {'zh': '小的', 'rcs': 0.2205965369939804, 'w': 0.13961733803403859}]",1.1529599860803088,3,4,垫子,软,0.7779174,0.79574925,0.7868333,0.084963925,0.32706863,0.20601627,,,,,
rug,booty,M+E-,垫子,屁股,0.0,0.02855760231614113,,0.0397915318608284,0.13585709035396576,0.0,3.2270092964172363,0.4932973682880401,0.211815521121025,0.6454018354415894,1.0,"[{'zh': '地毯', 'rcs': 0.496677041053772, 'w': 0.3545981871342478}]",[],1.0885465721683103,3,5,垫子,屁股,0.7779174,0.62284213,0.7003797,0.084963925,0.035338357,0.06015114,,,,,
rug,bum,M+E-,垫子,屁股,0.0,0.02855760231614113,,0.03373735398054123,0.13585709035396576,0.0,3.2270092964172363,0.4932973682880401,0.3127879202365875,0.6454018354415894,1.0,"[{'zh': '地毯', 'rcs': 0.496677041053772, 'w': 0.3545981871342478}]",[],0.5830020865593367,3,3,垫子,屁股,0.7779174,0.646672,0.7122947,0.084963925,0.07852899,0.08174646,,,,,
rug,bun,M+E-,垫子,屁股,0.0,0.02855760231614113,,0.045636069029569626,0.13585709035396576,0.0,3.2270092964172363,0.4932973682880401,0.3701540231704712,0.6454018354415894,1.0,"[{'zh': '地毯', 'rcs': 0.496677041053772, 'w': 0.3545981871342478}]",[],0.6971062318526609,3,3,垫子,屁股,0.7779174,0.47695416,0.6274358,0.084963925,0.010105428,0.047534678,,,,,
rug,butt,M+E-,垫子,屁股,0.0,0.02855760231614113,,0.035882432013750076,0.13585709035396576,0.0,3.2270092964172363,0.4932973682880401,0.4348784983158111,0.6454018354415894,1.0,"[{'zh': '地毯', 'rcs': 0.496677041053772, 'w': 0.3545981871342478}]",[],0.8587124519599082,3,4,垫子,屁股,0.7779174,0.7246236,0.75127053,0.084963925,0.17101058,0.12798725,,,,,
rug,bug,M-E+,,,0.0220994520932436,0.0,,0.10545919090509415,0.025235211476683617,4.0,0.0,,,,,,,0.42555269752006464,3,3,垫子,虫子,0.7779174,0.7200527,0.74898505,0.084963925,0.3248601,0.204912,,,,,
rug,burn,M-E+,,,0.01657458394765854,0.0,,0.04164601117372513,0.021295888349413872,3.0,0.0,,,,,,,1.205507757195227,3,4,垫子,烧伤,0.7779174,0.7245533,0.75123537,0.084963925,0.4179795,0.25147173,,,,,
sack,pack,M+E+,袋子,装,0.015625005587935448,0.028037382289767265,,0.2608262300491333,0.3939000070095062,3.0,3.0,0.2280734628438949,0.3028482794761657,1.0,1.0,[],[],1.1529667055217014,4,4,袋子,装,0.7359671,0.6118962,0.67393166,0.12801418,0.038814045,0.08341411,,,,,
sack,plastic,M+E-,袋子,塑料袋,0.0,0.05100453644990921,,0.06335754692554474,0.22775906324386597,0.0,5.457485198974609,0.2280734628438949,0.5784884095191956,1.0,0.39361271262168884,[],"[{'zh': '塑料', 'rcs': 0.5795463919639587, 'w': 0.6063872741703015}]",1.4701775964521016,4,7,袋子,塑料,0.7359671,0.79986227,0.76791465,0.12801418,0.16726188,0.14763802,,,,,
sack,potato,M-E+,,,0.078125,0.0,,0.19374147057533264,0.03985000029206276,15.0,0.0,,,,,,,0.9731286163505873,4,6,袋子,马铃薯,0.7359671,0.8585923,0.7972797,0.12801418,0.2965405,0.21227734,,,,,
sack,race,M-E+,,,0.0572916641831398,0.0,,0.0377192497253418,0.006109480746090412,11.0,0.0,,,,,,,1.4442679882704414,4,4,袋子,比赛,0.7359671,0.66972494,0.70284605,0.12801418,0.09689766,0.11245592,,,,,
sack,ball,M-E+,,,0.0468750037252903,0.0,,0.11196934431791306,0.023900000378489494,9.0,0.0,,,,,,,1.1420832884345127,4,4,袋子,球,0.7359671,0.7559591,0.7459631,0.12801418,0.19173166,0.15987292,,,,,
sack,lunch,M-E+,,,0.0208333358168602,0.0,,0.15451417863368988,0.033633336424827576,4.0,0.0,,,,,,,1.324230008120839,4,5,袋子,午餐,0.7359671,0.82397294,0.77997005,0.12801418,0.19182841,0.15992129,,,,,
sacred,religion,M+E+,神圣,信仰,0.054216861724853516,0.013053758069872856,,0.380146861076355,0.38332995772361755,9.0,1.5403435230255127,0.368800401687622,0.48028564453125,1.0,0.3080686926841736,[],"[{'zh': '宗教', 'rcs': 0.5187509059906006, 'w': 0.6919313011026766}]",0.972007660823543,6,8,神圣,宗教,0.76895916,0.79386705,0.7814131,0.22153392,0.22887622,0.22520506,,,,,
sacred,opinion,M+E-,神圣,信仰,0.0,0.008073795586824417,,0.06768438965082169,0.10594111680984497,0.0,0.9527078866958618,0.368800401687622,0.2899017035961151,1.0,0.1905415803194046,[],"[{'zh': '观念', 'rcs': 0.3667425811290741, 'w': 0.2362856735324433}, {'zh': '意见', 'rcs': 0.4700506031513214, 'w': 0.2177828904383012}, {'zh': '想法', 'rcs': 0.3472108840942383, 'w': 0.19114166205209354}, {'zh': '看法', 'rcs': 0.4761859774589538, 'w': 0.16424819916768768}]",0.7806458083739329,6,7,神圣,观念,0.76895916,0.6799169,0.7244381,0.22153392,0.077051155,0.14929254,,,,,
sacred,precious,M-E+,,,0.01807229220867157,0.0,,0.17856913805007935,0.012749999761581421,3.0,0.0,,,,,,,1.0314832724376237,6,8,神圣,贵重,0.76895916,0.702391,0.7356751,0.22153392,0.15431054,0.18792224,,,,,
sailor,boat,M+E+,水手,船,0.1411290168762207,0.04862828925251961,,0.3749810457229614,0.31880006194114685,35.0,6.370306015014648,0.3911719918251037,0.562246561050415,1.0,0.335279256105423,[],"[{'zh': '小船', 'rcs': 0.533439040184021, 'w': 0.6647207355631239}]",1.4723032834441354,6,4,水手,小船,0.7703857,0.82973105,0.80005836,0.73896444,0.2317743,0.48536938,,,,,
sailor,ship,M+E+,水手,船,0.1290322244167328,0.1450381726026535,,0.462136834859848,0.5708000063896179,32.0,19.0,0.3911719918251037,0.5217533111572266,1.0,1.0,[],[],1.483853271501058,6,4,水手,船,0.7703857,0.8279798,0.7991828,0.73896444,0.54570097,0.6423327,,,,,
sailor,ocean,M+E+,水手,大海,0.04435484856367111,0.027510659769177437,,0.2412508875131607,0.13802923262119293,11.0,3.603896379470825,0.3911719918251037,0.346094936132431,1.0,0.32762694358825684,[],"[{'zh': '海洋', 'rcs': 0.4433759748935699, 'w': 0.3588481275136553}, {'zh': '海', 'rcs': 0.212484985589981, 'w': 0.3135249423529021}]",0.6845867051146928,6,5,水手,海洋,0.7703857,0.855346,0.81286585,0.73896444,0.43111223,0.5850383,,,,,
sailor,attire,M+E-,水手,衣服,0.0,0.010964427143335342,,0.056918513029813766,0.02116207405924797,0.0,1.4363398551940918,0.3911719918251037,0.4196466505527496,1.0,0.47877997159957886,[],"[{'zh': '服装', 'rcs': 0.483843058347702, 'w': 0.5212200249628415}]",1.1964687900767699,6,6,水手,服装,0.7703857,0.76984525,0.7701155,0.73896444,0.16428323,0.45162383,,,,,
sailor,suit,M-E+,,,0.024193547666072845,0.0,,0.09629516303539276,0.01346666645258665,6.0,0.0,,,,,,,1.344489809241787,6,4,水手,西装,0.7703857,0.7532095,0.76179755,0.73896444,0.11344075,0.4262026,,,,,
sailor,soldier,M-E+,,,0.016129031777381897,0.0,,0.2141798585653305,0.01908053271472454,4.0,0.0,,,,,,,0.7968856531750615,6,7,水手,战士,0.7703857,0.75581336,0.76309955,0.73896444,0.31563348,0.5272989,,,,,
sailor,cap,M-E+,,,0.012096773833036423,0.0,,0.11756407469511032,0.019556591287255287,3.0,0.0,,,,,,,1.4941444841381089,6,3,水手,帽,0.7703857,0.65565217,0.7130189,0.73896444,0.10761683,0.42329064,,,,,
salute,military,M+E+,敬礼,军人,0.17112304270267487,0.028869301080703735,,0.2898229956626892,0.05890181288123131,32.0,3.1756231784820557,0.3540296554565429,0.3106077313423157,0.5446546077728271,0.23322105407714844,"[{'zh': '致敬', 'rcs': 0.3040205538272857, 'w': 0.26999046499469515}, {'zh': '致意', 'rcs': 0.272709310054779, 'w': 0.1853549058641541}]","[{'zh': '军事', 'rcs': 0.4116553962230682, 'w': 0.5755468789631837}, {'zh': '军队', 'rcs': 0.4304167330265045, 'w': 0.19123206161084616}]",1.422837554581563,6,8,敬礼,军事,0.7048079,0.76135147,0.7330797,0.5883543,0.24250275,0.41542852,,,,,
salute,soldier,M+E+,敬礼,军人,0.11764705181121826,0.023297036066651344,,0.28203174471855164,0.056614771485328674,22.0,2.562674045562744,0.3540296554565429,0.4203858375549316,0.5446546077728271,0.18820543587207794,"[{'zh': '致敬', 'rcs': 0.3040205538272857, 'w': 0.26999046499469515}, {'zh': '致意', 'rcs': 0.272709310054779, 'w': 0.1853549058641541}]","[{'zh': '战士', 'rcs': 0.3228359520435333, 'w': 0.3164267561764707}, {'zh': '兵', 'rcs': 0.3273873627185821, 'w': 0.3164267561764707}, {'zh': '士兵', 'rcs': 0.4214936792850494, 'w': 0.17894105627238624}]",1.0532005419145145,6,7,敬礼,战士,0.7048079,0.75581336,0.7303106,0.5883543,0.31563348,0.45199388,,,,,
salute,martyr,M+E-,致敬,烈士,0.0,0.018946699798107147,,0.055254802107810974,0.22102084755897522,0.0,2.159923791885376,0.3040205538272857,0.2590580582618713,0.269990473985672,1.0,"[{'zh': '敬礼', 'rcs': 0.3540296554565429, 'w': 0.5446546291411507}, {'zh': '致意', 'rcs': 0.272709310054779, 'w': 0.1853549058641541}]",[],1.4317006762039326,6,6,敬礼,烈士,0.7048079,0.57752943,0.64116865,0.5883543,0.19068871,0.3895215,,,,,
salute,parade,M-E+,,,0.03208555653691292,0.0,,0.19656424224376678,0.016805650666356087,6.0,0.0,,,,,,,0.3149638436955777,6,6,敬礼,展览,0.7048079,0.52237904,0.61359346,0.5883543,0.0044025993,0.29637843,,,,,
salute,toast,M-E+,,,0.01604277826845646,0.0,,0.1633216291666031,0.0027244852390140295,3.0,0.0,,,,,,,1.046338059673121,6,5,敬礼,吐司,0.7048079,0.8179923,0.7614001,0.5883543,0.8709242,0.72963923,,,,,
salute,wave,M-E+,,,0.01604277826845646,0.0,,0.14758290350437164,0.0029291848186403513,3.0,0.0,,,,,,,1.13260155222793,6,4,敬礼,海浪,0.7048079,0.7762306,0.7405192,0.5883543,0.59953934,0.5939468,,,,,
